"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Neil Walker","","26","108","95","22","4","0","3","12","11","11","25","1","1","0","",".233",".316",".370",".686",".297","","82","-0.2","-0.6","","-2.8","-1.5","-0.1","","999.0","7539"
"Zach McKinstry","Dodgers","26","106","96","23","5","0","2","12","11","8","24","1","2","1","",".236",".296",".368",".664",".286","","77","-0.1","-0.1","","-3.3","-0.8","-0.1","","999.0","19392"
"Ronald Torreyes","","15","60","56","14","3","0","1","6","6","2","9","1","1","0","",".251",".286",".368",".654",".279","","69","0.0","-0.2","","-2.4","-0.1","-0.1","","999.0","11400"
"Brandon Drury","Mets","15","59","54","12","3","0","2","6","6","4","16","1","0","0","",".216",".279",".360",".639",".274","","70","0.0","-0.3","","-2.3","-0.5","-0.1","","999.0","11615"
"Edmundo Sosa","Cardinals","38","157","145","35","6","1","3","16","16","7","33","3","2","1","",".243",".286",".365",".650",".278","","71","-0.1","-0.2","","-6.1","0.1","-0.1","","999.0","17022"
"Harold Castro","Tigers","58","248","233","61","9","1","3","24","23","10","54","1","3","1","",".262",".294",".357",".651",".279","","69","0.0","-0.6","","-9.8","-0.1","-0.1","","600.8","14691"
"Josh Harrison","Nationals","43","179","164","41","8","1","4","20","19","10","34","3","3","1","",".247",".300",".378",".678",".290","","74","0.0","-0.6","","-6.1","-0.9","-0.1","","598.3","8202"
"Phil Gosselin","","63","253","227","56","12","1","4","26","25","21","58","2","2","1","",".248",".314",".366",".680",".293","","79","0.0","-1.4","","-6.9","-3.0","-0.1","","999.0","10953"
"Max Schrock","Cubs","32","130","118","29","6","0","2","13","12","9","22","1","3","1","",".249",".305",".347",".653",".283","","72","-0.1","-0.3","","-4.8","-0.7","-0.1","","999.0","17750"
"Dee Gordon","","47","187","175","46","7","2","1","19","16","7","29","2","7","2","",".263",".299",".343",".641",".276","","68","0.7","-1.7","","-7.0","-0.7","-0.1","","598.6","8203"
"Alex Blandino","Reds","29","119","102","21","5","0","2","13","10","13","35","3","1","0","",".207",".312",".326",".638",".283","","69","-0.1","-1.4","","-4.9","-0.5","-0.1","","999.0","16271"
"Jorge Mateo","Padres","14","59","54","12","2","1","1","6","6","3","18","1","2","1","",".221",".268",".355",".623",".265","","62","0.0","-0.3","","-2.9","-0.9","-0.2","","597.5","17273"
"Garrett Hampson","Rockies","56","228","206","52","9","2","4","26","23","17","58","1","9","3","",".253",".312",".385",".697",".299","","68","0.6","-0.9","","-9.1","-0.8","-0.2","","268.2","19262"
"Kyle Farmer","Reds","67","268","244","57","12","1","6","28","28","16","66","3","3","1","",".233",".288",".369",".657",".281","","67","-0.4","-2.4","","-11.9","0.1","-0.3","","999.0","14813"
