PlayerName,NFBC_ADP,playerid
Sal Giardina,NA,sa829575
Alex Dunlap,NA,sa3004878
Andrew Susac,NA,13132
Joseph Odom,NA,15535
J.D. Osborne,NA,sa3005053
Julian Leon,NA,sa739577
Connor Lien,NA,sa658195
John Ryan Murphy,NA,10346
Tristan Pompey,NA,sa3008077
Tyler Benson,NA,sa3004398
Austin Bernard,NA,sa3004510
Michael Papierski,NA,sa829203
Alberti Chavez,NA,sa657456
Sean Guilbe,NA,sa3008185
Justin Harrer,NA,sa3007504
Joe Hudson,NA,14412
Nick Meyer,NA,sa3007826
Jake Lowery,NA,sa597837
Mike Rivera,NA,sa829667
Mark Kolozsvary,NA,sa3004996
Tim Tebow,NA,sa323152
Jack Conley,NA,sa3006857
Hyun-Jin Ryu,NA,14444
Kwang-hyun Kim,NA,27458
Peter Fairbanks,NA,17998
Peter Fairbanks,NA,17998
Jonathan Brubaker,NA,17578
David Phelps,NA,6316
Richard Bleier,NA,7803
Andrew Chafin,NA,12988
Paul Fry,NA,15832
Joe Smith,NA,3281
Tim Hill,NA,16814
Ryan Thompson,NA,16647
Riley Smith,NA,19826
Tommy Hunter,NA,1157
Aaron Sanchez,NA,11490
Brett Martin,NA,17369
Craig Stammen,NA,7274
Joseph Palumbo,NA,17035
Caleb Thielbar,NA,10078
Sam Howard,NA,16265
Gerardo Reyes,NA,16306
Tommy Milone,NA,7608
Tyler Webb,NA,14974
Wander Suero,NA,15855
Austin Brice,NA,17237
Alex Claudio,NA,12890
Tyson Ross,NA,7872
Dan Altavilla,NA,16507
Ryan Sherriff,NA,12249
Eric Yardley,NA,15538
Casey Sadler,NA,11209
Ray Black,NA,14244
Andrew Cashner,NA,8782
Jace Fry,NA,16159
Richard Lovelady,NA,19337
Mike Montgomery,NA,4869
John King,NA,22051
Cam Bedrosian,NA,13360
Oliver Perez,NA,1514
Aaron Loup,NA,10343
Kyle McGowin,NA,15071
Wes Benjamin,NA,19243
Adam Cimber,NA,15288
Brandon Brennan,NA,13527
Sal Romano,NA,13690
Josh Taylor,NA,17359
Adam Kolarek,NA,10843
Wandy Peralta,NA,14295
Paul Blackburn,NA,14739
Nate Jones,NA,4696
Jeff Brigham,NA,16631
Cameron Hill,NA,16840
Bobby Wahl,NA,14832
Keury Mella,NA,15964
Jake Newberry,NA,15136
John Schreiber,NA,20020
Phillips Valdez,NA,15605
Travis Lakins,NA,18600
Conner Menez,NA,19199
Shun Yamaguchi,NA,27460
Travis Bergen,NA,18581
Ben Heller,NA,15100
Brad Boxberger,NA,10133
Kyle Finnegan,NA,15009
Nik Turley,NA,5530
Ian Gibaut,NA,17871
Jose Alvarez,NA,5358
Brad Wieck,NA,16390
Kyle Ryan,NA,11753
Ranger Suarez,NA,17277
Ryne Harper,NA,12680
Kyle Keller,NA,18890
Joe Mantiply,NA,14857
Erik Swanson,NA,16587
Brad Brach,NA,6627
Jonathan Holder,NA,16588
Aaron Slegers,NA,15231
Steve Cishek,NA,6483
David Hale,NA,9756
Cole Irvin,NA,19244
Jose Quijada,NA,19200
Chaz Roe,NA,9866
Pedro Strop,NA,4070
Jimmy Herget,NA,17556
Nick Nelson,NA,20153
Cionel Perez,NA,19614
Luke Bard,NA,14288
Sean Poppen,NA,19583
J.P. Feyereisen,NA,16610
Daniel Zamora,NA,17811
Connor Seabold,NA,sa829464
Javier Guerra,NA,17292
Jimmy Cordero,NA,15690
JoJo Romero,NA,19574
Geoff Hartlieb,NA,19558
Steven Wright,NA,8185
Caleb Baragar,NA,19231
Trevor Stephan,NA,sa918441
Scott Alexander,NA,10591
Mitchell White,NA,19225
Robert Gsellman,NA,13696
Zach Pop,NA,sa829370
Ross Detwiler,NA,2859
Colten Brewer,NA,12997
Dany Jimenez,NA,21170
Tyler Kinley,NA,18297
Junior Guerra,NA,5702
Edgar Santana,NA,17355
Humberto Mejia,NA,20739
Bud Norris,NA,9492
Hunter Wood,NA,15091
Heath Hembree,NA,11632
Andrew Kittredge,NA,12828
Taylor Guilbeau,NA,18306
Tyler Phillips,NA,sa875646
Jose Suarez,NA,19911
Rogelio Armenteros,NA,17679
T.J. McFarland,NA,3237
Ronald Bolanos,NA,20041
Zack Godley,NA,14862
Kodi Whitley,NA,19731
Wade LeBlanc,NA,5221
Kelvin Herrera,NA,6033
Robert Dugger,NA,19191
Brett de Geus,NA,sa3006813
Jacob Barnes,NA,12323
Hector Rondon,NA,2391
Dillon Peters,NA,18790
Matt Bush,NA,1246
Brad Peacock,NA,5401
Oliver Drake,NA,8823
Carson Fulmer,NA,18311
Tyler Wells,NA,sa918346
Dillon Maples,NA,14672
Michel Baez,NA,20100
Victor Arano,NA,15915
James Norwood,NA,16440
Chad Sobotka,NA,17470
Jake Woodford,NA,18674
Jorge Guzman,NA,17505
Drew Smith,NA,17755
T.J. Zeuch,NA,19269
Yennsy Diaz,NA,20218
Juan Minaya,NA,10341
Parker Dunshee,NA,sa873274
Robert Stock,NA,6576
Brock Burke,NA,17968
Angel Perdomo,NA,17759
Phillip Diehl,NA,20030
Luis Avilan,NA,2882
Cody Allen,NA,12183
Tony Cingrani,NA,12555
Nick Tropeano,NA,12385
Corey Oswalt,NA,13677
Thomas Hatch,NA,19264
Derek Law,NA,13133
Ben Braymer,NA,20175
Seranthony Dominguez,NA,19249
Colin Poche,NA,19403
Miguel Romero,NA,sa3003109
Tom Eshelman,NA,18361
Will Vest,NA,sa3004101
Isaac Mattson,NA,sa915667
Marcus Walden,NA,8004
Patrick Murphy,NA,19712
Josh Sborz,NA,18323
Edgar Garcia,NA,19276
Joey Gerber,NA,24591
Andre Scrubb,NA,20329
Alex Wells,NA,sa919319
Mac Sceroler,NA,sa915799
Aaron Fletcher,NA,22052
Sam Hentges,NA,sa828881
Dylan File,NA,sa3004197
Josh Osich,NA,11528
Kent Emanuel,NA,sa549399
Kohl Stewart,NA,15502
Paul Campbell,NA,sa3005052
Jose Ruiz,NA,14552
Brandon Morrow,NA,9346
Adam Warren,NA,9029
Fernando Abad,NA,4994
Junior Fernandez,NA,18496
Anthony Banda,NA,14706
Edubray Ramos,NA,16086
Bernardo Flores Jr.,NA,19561
Seth Elledge,NA,19766
A.J. Cole,NA,11467
Ryan Buchter,NA,9456
Ian Hamilton,NA,19261
Garrett Whitlock,NA,sa3005306
Andrew Triggs,NA,13533
Ian Krol,NA,10066
Peter Lambert,NA,17969
David Hess,NA,16130
Rico Garcia,NA,20023
Javy Guerra,NA,7407
Jordan Holloway,NA,20631
Dominic Leone,NA,13763
Ty Tice,NA,sa3004015
Brian Howard,NA,sa918377
Jimmy Lambert,NA,19541
Patrick Weigel,NA,17792
Nick Sandlin,NA,sa3006820
Edwar Colina,NA,20589
Clay Holmes,NA,13649
Garrett Cleavinger,NA,17897
Brooks Kriske,NA,21189
Keegan Thompson,NA,sa918851
Ramon Rosso,NA,20368
Vladimir Gutierrez,NA,sa952977
Kevin McCarthy,NA,15240
Damon Jones,NA,sa3004862
Austin Davis,NA,17117
Antonio Santos,NA,20383
Jose Alberto Rivera,NA,sa3003090
Kyle Dohy,NA,sa3004861
Brandon Bailey,NA,19582
Glenn Sparkman,NA,15200
Joey Wentz,NA,sa917946
Chris Mazza,NA,14151
Spencer Patton,NA,12361
Dedniel Nunez,NA,sa3004203
Silvino Bracho,NA,15051
Dan Otero,NA,7385
Art Warren,NA,18251
Edinson Volquez,NA,3990
Trey Wingenter,NA,17793
Kyle Funkhouser,NA,19456
Joel Payamps,NA,14332
Daniel Gossett,NA,16164
Camilo Doval,NA,sa916835
Wyatt Mills,NA,sa918372
Reggie Lawson,NA,sa917951
Tyler Bashlor,NA,15203
Adam Morgan,NA,12580
Stephen Tarpley,NA,15859
Carlos Sanabria,NA,16634
Johan Quezada,NA,20643
Wandisson Charles,NA,sa874818
Francis Martes,NA,17303
Dereck Rodriguez,NA,14509
Jimmie Sherfy,NA,15118
Albert Abreu,NA,17485
Gabe Speier,NA,17170
Tyler Johnson,NA,sa915688
Arodys Vizcaino,NA,5498
Jeremy Walker,NA,19981
Chi Chi Gonzalez,NA,14663
Roenis Elias,NA,12673
Jason Foley,NA,sa915677
Jacob Waguespack,NA,18318
Brendan McCurry,NA,sa829486
Anderson Espinoza,NA,sa872856
Daniel Castano,NA,19805
Franklyn Kilome,NA,17861
Francisco Liriano,NA,3201
Nivaldo Rodriguez,NA,22449
Tommy Eveld,NA,sa918150
Justin Lawrence,NA,sa875567
Phil Bickford,NA,18519
Sam Gaviglio,NA,12778
Gray Fenter,NA,sa875233
Nolan Blackwood,NA,sa874212
Mike Kickham,NA,11618
Jake Faria,NA,13699
Tim Mayza,NA,15042
Jesse Biddle,NA,11437
Domingo Tapia,NA,12178
Kyle Barraclough,NA,13713
Max Kranick,NA,sa919118
Joe Biagini,NA,13194
Eduard Bazardo,NA,sa873313
Dakota Bacus,NA,14545
Matt Peacock,NA,sa3004019
Jean Carlos Mejia,NA,sa830122
Rex Brothers,NA,9794
Tyler Lyons,NA,11334
Joe Gatto,NA,sa828693
Brandon Waddell,NA,18347
Yacksel Rios,NA,15007
Evan Kruczynski,NA,sa3004341
Humberto Castellanos,NA,21183
Sam Clay,NA,sa828815
Durbin Feltman,NA,sa3007959
Jasseel De La Cruz,NA,sa879559
Jefry Rodriguez,NA,17018
Mauricio Llovera,NA,20080
Scott Blewett,NA,16427
Hector Perez,NA,18592
Andre Jackson,NA,sa829605
Alexander Vizcaino,NA,sa920272
Jose Mujica,NA,17821
Luis Oviedo,NA,sa917344
Mason Thompson,NA,sa917969
Dakota Chalmers,NA,sa875017
Jordan Sheffield,NA,sa738245
Jose Soriano,NA,sa916702
Ryan Castellani,NA,16377
Anthony Gose,NA,5097
