playerid,Name,Team,position,PA,AB,R,HR,RBI,SB,AVG,marginal_total_points,dollar_value,status
4949,Giancarlo Stanton,Yankees,"dh, of",595,507,90.05952380952381,41.488095238095234,104.22619047619048,4.0476190476190474,0.252,8.039966640348647,23.333555221665595,
19611,Vladimir Guerrero Jr.,Blue Jays,"3b, dh",665,570,96.03260869565217,29.945652173913043,101.19565217391305,3.097826086956522,0.301,8.025340963983869,23.29329159496726,drafted
3473,Anthony Rizzo,Cubs,1b,679,554,98.31674208144797,31.748114630467573,96.26847662141779,6.144796380090498,0.27,7.995264615747715,23.210493177470088,
13624,Corey Seager,Dodgers,ss,651,572,95.88372093023257,31.288372093023256,98.91162790697675,3.027906976744186,0.297,7.9506158903699085,23.087577862900595,drafted
20521,Nick Madrigal,White Sox,2b,630,515,76.93805309734513,7.8053097345132745,66.90265486725663,22.300884955752213,0.306,7.950593805853852,23.08751706552698,drafted
18363,Victor Robles,Nationals,of,644,529,73.72390572390573,17.346801346801346,70.47138047138047,23.85185185185185,0.251,7.90215713058965,22.954173747740825,drafted
20003,Keston Hiura,Brewers,2b,644,556,82.96296296296296,31.11111111111111,91.25925925925925,11.407407407407407,0.255,7.8906656460135025,22.922538366672374,drafted
19556,Yordan Alvarez,Astros,dh,567,475,87.30978260869564,38.0054347826087,100.66304347826087,3.0815217391304346,0.278,7.885543238227785,22.9084366793564,drafted
16997,Gleyber Torres,Yankees,"2b, ss",644,548,88.6144,32.9728,97.88799999999999,6.1823999999999995,0.27,7.8234082165453485,22.737382619665926,drafted
12161,Xander Bogaerts,Red Sox,ss,651,570,89.27426810477658,27.083204930662557,94.28967642526965,8.024653312788907,0.28,7.778189734094669,22.612898797389935,drafted
19251,Pete Alonso,Mets,1b,644,558,93.27580893682588,42.66872110939908,103.19876733436055,1.9845916795069338,0.246,7.700349323370188,22.398608725513128,drafted
10047,Wil Myers,Padres,"1b, of",658,549,82.51446945337621,28.562700964630228,86.74598070739549,13.7524115755627,0.239,7.600116571564561,22.122673855836467,drafted
5417,Jose Altuve,Astros,2b,665,600,92.88261515601783,22.726597325408616,81.02526002971769,10.86924219910847,0.28,7.5855254392815645,22.082505326963275,
16376,Michael Conforto,Mets,of,651,546,90.41666666666667,32.148148148148145,92.42592592592592,7.032407407407407,0.255,7.460980220766447,21.73963966658049,drafted
14566,Franmil Reyes,Indians,"dh, of",658,557,91.76545166402536,38.58320126782884,102.19334389857369,1.0427892234548337,0.262,7.42846464747502,21.650126205989974,drafted
18564,Trent Grisham,Padres,of,630,546,88.73239436619718,23.661971830985916,72.95774647887325,14.788732394366196,0.254,7.4097431048540425,21.598586900421637,drafted
19238,Lourdes Gurriel Jr.,Blue Jays,of,623,564,80.41993464052288,29.521241830065357,91.61764705882354,8.143790849673202,0.271,7.405192028943295,21.5860580561497,drafted
15676,Jose Abreu,White Sox,1b,665,598,88.93617021276596,33.351063829787236,104.09574468085107,2.021276595744681,0.272,7.3566105553442815,21.452316117065354,
2967,Tommy Pham,Padres,of,581,498,81.57876712328768,21.886986301369863,72.625,14.92294520547945,0.267,7.296091933210321,21.285711910249514,
12164,Miguel Sano,Twins,3b,651,538,90.91011235955055,40.75280898876405,102.40449438202246,2.089887640449438,0.235,7.2171406834972895,21.068363763980702,drafted
15640,Aaron Judge,Yankees,of,588,501,92.6896551724138,34.75862068965517,84.9655172413793,5.793103448275862,0.248,7.103357274557163,20.755124732310243,drafted
12856,George Springer,NA,of,602,547,92.32550860719874,31.089201877934276,76.30985915492957,6.594679186228483,0.27,7.076849078849059,20.682149228831463,drafted
12861,Anthony Rendon,Angels,3b,665,558,93.26219512195122,27.370426829268293,97.3170731707317,3.0411585365853657,0.277,7.055842717949053,20.624319952942034,
13066,Teoscar Hernandez,Blue Jays,of,616,531,79.85185185185185,31.11111111111111,89.18518518518519,9.333333333333334,0.24,7.000761981737921,20.472685926196096,drafted
12144,Max Kepler,Twins,of,644,577,95.44311377245509,30.850299401197606,81.94610778443113,6.748502994011975,0.25,6.983965392055554,20.426445902835226,drafted
14128,Joey Gallo,Rangers,of,644,531,86.34069400630915,39.61514195583596,96.49842271293376,6.094637223974764,0.21,6.970647869450774,20.389783546487955,
12552,Eugenio Suarez,Reds,3b,672,560,89.25801526717557,35.908396946564885,98.49160305343511,3.0778625954198473,0.241,6.921959307126736,20.255746798442956,drafted
14344,Matt Olson,Athletics,1b,630,541,87.1383147853736,37.05882352941176,99.15739268680446,2.003179650238474,0.242,6.787284643966612,19.884995372802152,drafted
17919,Ian Happ,Cubs,of,644,541,87.08176100628931,29.364779874213834,81.00628930817611,9.11320754716981,0.241,6.7866364095891,19.883210821692295,drafted
16505,Matt Chapman,Athletics,3b,651,578,92.29864253393664,34.366515837104075,96.22624434389141,1.9638009049773757,0.249,6.775289376946697,19.851973108300268,drafted
21618,Alec Bohm,Phillies,3b,651,551,82.16504854368932,25.28155339805825,88.48543689320388,5.266990291262135,0.286,6.772097942798427,19.843187277821503,drafted
12533,Marcus Semien,NA,ss,672,599,91.9475982532751,23.47598253275109,72.38427947598254,10.759825327510917,0.253,6.708871523537882,19.669128664798357,
19950,Andres Gimenez,Mets,"2b, ss",574,468,62.536964980544745,13.400778210116732,61.42023346303502,23.451361867704282,0.248,6.707640239896486,19.665739013362046,drafted
4892,Mike Moustakas,Reds,3b,630,552,82.30645161290323,34.54838709677419,96.53225806451613,3.0483870967741935,0.249,6.6542786969870775,19.518837824646734,drafted
19755,Shohei Ohtani,Angels,dh,504,439,68.6813627254509,24.240480961923847,74.74148296593187,13.130260521042084,0.26,6.634084533657747,19.46324448089305,
17128,Ramon Laureano,Athletics,of,651,552,80.20320000000001,23.9568,79.16159999999999,11.457600000000001,0.249,6.633811615385217,19.46249315294279,drafted
18042,Dylan Moore,Mariners,of,567,483,63.46238532110092,16.64587155963303,58.2605504587156,24.968807339449544,0.222,6.633247514193528,19.460940215544493,drafted
14551,Anthony Santander,Orioles,of,630,587,81.83098591549295,29.577464788732392,88.73239436619718,4.929577464788733,0.263,6.581753564479195,19.319180401036803,drafted
18360,Austin Riley,Braves,"3b, of",651,524,82.631217838765,34.61578044596912,94.91423670668954,2.2332761578044598,0.254,6.563445205415975,19.268778565498057,drafted
9218,Paul Goldschmidt,Cardinals,1b,658,563,86.47432024169184,27.83081570996979,88.46223564954683,3.97583081570997,0.265,6.45224120100738,18.962640482773228,
13613,Ketel Marte,Diamondbacks,"2b, ss",644,594,87.02702702702703,20.306306306306304,76.3903903903904,6.768768768768769,0.287,6.384066288896335,18.77495896002047,drafted
5038,Josh Donaldson,Twins,3b,602,502,89.55371900826447,30.846280991735537,88.55867768595041,2.9851239669421488,0.253,6.377679751175684,18.757377197354206,
19470,Tommy Edman,Cardinals,3b,623,576,74.6813880126183,14.7397476340694,64.85488958990537,15.722397476340694,0.268,6.341850617485558,18.658741699901388,
18015,Paul DeJong,Cardinals,ss,651,570,80.8695652173913,28.304347826086957,87.94565217391305,6.065217391304348,0.249,6.33218057776378,18.6321206493732,drafted
13152,Jorge Polanco,Twins,ss,651,600,87.44776119402985,18.46119402985075,75.78805970149253,8.744776119402985,0.273,6.299898011867985,18.543248644436545,
19252,Cavan Biggio,Blue Jays,2b,644,551,87.420814479638,20.398190045248867,67.02262443438914,13.598793363499247,0.237,6.292275249628424,18.52226362838881,drafted
14162,Carlos Correa,Astros,ss,665,545,85.53054662379421,28.866559485530548,93.0144694533762,2.1382636655948555,0.263,6.2867941952953545,18.507174608224833,
7859,Charlie Blackmon,Rockies,of,588,546,81.10344827586206,24.137931034482758,77.24137931034483,5.793103448275862,0.284,6.280790642137569,18.490647179531635,drafted
14221,Jorge Soler,Royals,"dh, of",616,530,84,33,90,3,0.246,6.271307751735513,18.464541340071857,drafted
15362,Jeff McNeil,Mets,"2b, of",644,588,84.89090909090908,18.53939393939394,73.18181818181817,7.806060606060606,0.286,6.216864356310907,18.314661875020594,drafted
10243,Randal Grichuk,Blue Jays,of,616,560,80.65466448445173,32.261865793780686,92.75286415711948,3.0245499181669393,0.246,6.198566443416936,18.264288797171307,drafted
17027,Alex Verdugo,Red Sox,of,623,550,82.05365853658537,17.22113821138211,72.93658536585366,8.104065040650406,0.292,6.180039286836216,18.213284624937327,drafted
11739,J.T. Realmuto,NA,catcher,612,551,76,24,83,6.999999999999999,0.265,6.1306545010105715,18.07733121454673,drafted
9077,Lorenzo Cain,Brewers,of,623,544,75.48465266558966,13.084006462035541,57.368336025848144,17.109854604200322,0.263,6.110913175880808,18.02298450771891,
9874,DJ LeMahieu,NA,2b,651,615,87.6896046852123,18.109809663250367,68.62664714494876,6.67203513909224,0.294,6.066074580278325,17.899546491589728,drafted
18900,Leody Taveras,Rangers,of,574,523,66.83561643835615,12.777397260273972,52.09246575342466,21.623287671232877,0.245,6.056002870662473,17.871819667470792,drafted
17620,Myles Straw,Astros,"of, ss",518,432,58.142857142857146,4.228571428571429,44.4,27.485714285714284,0.254,6.04277742751248,17.835410800446105,
16478,Kyle Schwarber,NA,of,553,464,78.85557586837294,34.37294332723949,83.91042047531992,4.043875685557587,0.239,6.029091362667246,17.79773386898982,
3516,Eric Hosmer,Padres,1b,658,581,80.34312210200927,24.408037094281298,87.46213292117466,5.08500772797527,0.26,6.017808368367385,17.766672449387848,
19198,Yuli Gurriel,Astros,1b,637,567,77.6829268292683,23.822764227642278,88.04065040650407,4.143089430894309,0.274,6.013882223562981,17.75586400369102,drafted
5933,Jean Segura,Phillies,"2b, ss",637,582,75.88087774294671,15.974921630094043,72.88557993730407,9.984326018808776,0.281,5.979505735638507,17.66122755458129,
17232,Yoan Moncada,White Sox,"2b, 3b",637,569,85.25999999999999,23.520000000000003,77.42,6.859999999999999,0.253,5.93173667983979,17.529722153911884,
18314,Dansby Swanson,Braves,ss,665,568,81.32352941176471,20.58823529411765,74.11764705882352,10.294117647058824,0.246,5.924664402493972,17.51025259039516,drafted
11737,Nicholas Castellanos,Reds,"3b, of",630,586,84.19354838709678,27.096774193548388,85.16129032258065,2.903225806451613,0.26,5.882743619901285,17.394847141845887,
15429,Kris Bryant,Cubs,"3b, of",637,556,88.09574468085107,26.138297872340424,81.31914893617021,3.872340425531915,0.254,5.853964823862017,17.31562080922014,
15983,Clint Frazier,Yankees,of,609,510,76.78238341968911,26.295336787564764,83.09326424870467,6.310880829015544,0.245,5.804000325655666,17.178071484746184,drafted
18373,Ryan Mountcastle,Orioles,"1b, of",595,535,72.05882352941177,26.764705882352942,84.41176470588236,3.0882352941176467,0.277,5.792452461843841,17.146280894958338,drafted
18577,Ke'Bryan Hayes,Pirates,3b,567,499,70.875,18.224999999999998,69.8625,9.112499999999999,0.284,5.778849366197495,17.10883237282604,
14350,Raimel Tapia,Rockies,of,602,529,68.97916666666666,10.45138888888889,59.572916666666664,15.677083333333334,0.277,5.769169173161657,17.0821833708215,drafted
19363,Austin Hays,Orioles,of,546,486,66.18181818181819,22.75,68.25,11.375,0.256,5.768811323348155,17.081198231334916,
9256,A.J. Pollock,Dodgers,of,574,493,72.67155963302753,26.3302752293578,78.9908256880734,7.372477064220184,0.247,5.752119821565499,17.035247508780312,
16472,Rhys Hoskins,Phillies,"1b, of",602,485,84.98823529411764,31.364705882352943,84.98823529411764,3.035294117647059,0.233,5.7183924599526605,16.942398066222616,
12155,Eddie Rosario,NA,of,546,499,69.76666666666667,26.288888888888888,83.92222222222222,4.044444444444444,0.271,5.70774934650465,16.913098200965738,drafted
14811,Luke Voit,Yankees,1b,609,533,85.1609756097561,30.697560975609758,86.15121951219511,0.9902439024390244,0.251,5.705645041650211,16.907305173484108,drafted
9847,Andrew McCutchen,Phillies,of,595,534,82.42834394904459,24.633757961783438,66.32165605095541,8.527070063694268,0.246,5.681058334288938,16.839619414395425,drafted
5297,Aaron Hicks,Yankees,of,609,508,81.7315875613748,24.918166939443537,75.75122749590835,7.973813420621932,0.234,5.673096144107676,16.81769997319054,
17901,Andrew Benintendi,Red Sox,of,588,512,78.20202020202021,16.82828282828283,64.34343434343434,11.87878787878788,0.257,5.668596408799694,16.805312466577977,
10815,Jurickson Profar,NA,2b,588,473,70.64695009242143,20.650646950092423,71.73382624768946,10.868761552680223,0.25,5.658481871225216,16.777467739608237,drafted
4106,Michael Brantley,NA,of,602,544,74.5049504950495,18.87458745874587,79.47194719471946,4.966996699669966,0.289,5.642452341397094,16.733339386904937,
13301,Max Muncy,Dodgers,"1b, 2b",630,508,87.07317073170732,29.707317073170735,82.97560975609757,3.073170731707317,0.234,5.60718949921688,16.636262856667642,drafted
14854,Mike Yastrzemski,Giants,of,658,582,83.24096385542168,21.80120481927711,72.34036144578313,7.927710843373494,0.247,5.604332751400972,16.628398397974436,drafted
15487,Victor Reyes,Tigers,of,560,537,65.02599653379549,11.646447140381284,53.37954939341421,16.499133448873483,0.274,5.592427710356263,16.595624520274885,drafted
5222,Justin Upton,Angels,of,588,498,75.04195804195804,28.783216783216783,83.26573426573427,5.13986013986014,0.238,5.58999951242389,16.588939834202233,
18036,Jake Cronenworth,Padres,2b,637,535,72.8905472636816,11.62023217247098,68.66500829187396,11.62023217247098,0.274,5.515627247446042,16.384197363557334,drafted
18882,Brandon Lowe,Rays,2b,574,508,75.34369602763385,25.77547495682211,76.33506044905009,5.948186528497409,0.25,5.497244551267977,16.333590882314194,drafted
15679,Rowdy Tellez,Blue Jays,"1b, dh",546,468,71.75999999999999,27.04,80.08,4.16,0.259,5.468353484134018,16.25405547396894,drafted
20126,Dylan Carlson,Cardinals,of,574,467,67.65779467680608,18.551330798479086,67.65779467680608,12.00380228136882,0.251,5.461855183175292,16.236166033682565,drafted
7304,Salvador Perez,Royals,catcher,533,507,67.97966728280961,28.57116451016636,83.74306839186691,2.955637707948244,0.262,5.435448217071527,16.16346920934985,drafted
2434,Nelson Cruz,NA,dh,560,493,75.19434628975266,30.671378091872793,85.08833922261483,0.9893992932862191,0.256,5.418796588090074,16.117628254271494,
6012,Didi Gregorius,NA,ss,581,515,68.7756183745583,21.5565371024735,76.98763250883393,7.185512367491166,0.261,5.40189263758061,16.071092672868968,
4314,Joey Votto,Reds,1b,665,558,90.77151335311572,23.67952522255193,74.98516320474776,2.9599406528189913,0.255,5.358691524037547,15.95216254852689,
9785,Kyle Seager,Mariners,3b,651,564,75.5078369905956,26.529780564263323,82.65047021943573,5.101880877742946,0.235,5.325696681691916,15.861329688422448,
15672,Austin Meadows,Rays,of,490,450,66.68639053254438,21.26232741617357,62.82051282051282,10.631163708086785,0.256,5.322296700891973,15.851969741279072,drafted
13757,Chris Taylor,Dodgers,"of, ss",644,536,76.81699346405229,18.941176470588236,74.7124183006536,8.418300653594772,0.247,5.319932067816456,15.845460045518239,drafted
13621,Jeimer Candelario,Tigers,3b,637,543,79.11783439490446,24.343949044585987,80.13216560509554,4.057324840764331,0.251,5.31688733956285,15.837078087737725,drafted
12984,Jackie Bradley Jr.,NA,of,616,487,71.37254901960785,21.96078431372549,71.37254901960785,10.980392156862745,0.226,5.297266417018868,15.783062842146055,
12092,Niko Goodrum,Tigers,"2b, ss",616,551,68.66558966074314,16.91760904684976,63.68982229402262,14.927302100161551,0.228,5.280580710097061,15.737128072502493,
11038,Kevin Kiermaier,Rays,of,539,450,58.936381709741546,16.07355864811133,60.00795228628231,17.145129224652084,0.233,5.253523766851858,15.662641899333346,
11899,Joc Pederson,NA,of,525,454,75.71157495256168,28.889943074003796,72.72296015180265,3.984819734345351,0.249,5.2468900037211945,15.64437953965599,
5760,Avisail Garcia,Brewers,of,595,535,70.23608768971332,21.070826306914,71.23946037099493,8.02698145025295,0.255,5.232365982245128,15.604395762886583,
13145,Josh Bell,Nationals,1b,588,499,75.64322469982847,26.222984562607206,82.70325900514581,2.0171526586620927,0.259,5.2314145001721535,15.601776388709219,
19966,Bobby Dalbec,Red Sox,1b,574,465,73.50659133709982,29.186440677966104,79.9924670433145,4.323917137476459,0.234,5.211675451348203,15.547435948417402,
13419,Christian Walker,Diamondbacks,1b,616,519,74.38095238095238,25.142857142857142,80.66666666666667,4.190476190476191,0.247,5.177896540685549,15.454444594357861,drafted
1744,Miguel Cabrera,Tigers,"1b, dh",623,557,75.0364500792393,22.708399366085576,81.94770206022187,1.9746434231378764,0.273,5.1749233781978194,15.446259652921052,drafted
12927,Brandon Nimmo,Mets,of,623,508,84.05555555555556,18.788888888888888,62.300000000000004,8.9,0.241,5.067437963413479,15.150358628691219,
5235,Justin Turner,NA,3b,560,488,75.06172839506172,21.728395061728392,76.04938271604938,1.9753086419753085,0.282,5.065126011258704,15.143993960406311,
10681,Giovanny Urshela,Yankees,3b,644,551,75.45214521452145,20.19141914191419,80.76567656765675,3.1881188118811883,0.268,5.058858543910684,15.126739991471762,drafted
17338,Willi Castro,Tigers,ss,588,519,68.32394366197182,15.528169014084506,66.25352112676056,9.316901408450704,0.269,5.054703428768815,15.115301203904734,
19294,Nick Solak,Rangers,of,567,501,66.46891651865009,18.127886323268207,65.46181172291297,9.063943161634104,0.264,5.024639640630221,15.032537363617312,
11445,Mark Canha,Athletics,of,616,511,78.02666666666667,22.586666666666666,79.05333333333333,4.106666666666667,0.247,5.017527551064624,15.01295819940143,drafted
18030,Harrison Bader,Cardinals,of,567,437,65.37972166998011,19.163021868787276,64.25248508946322,12.399602385685885,0.232,4.982652781717024,14.91695001084451,
2396,Carlos Santana,Royals,1b,623,520,80.48325358851675,24.84051036682616,81.47687400318979,1.9872408293460926,0.246,4.9625199160503515,14.861525415950375,
14712,Manuel Margot,Rays,of,448,382,51.65176470588236,11.59529411764706,48.48941176470588,18.974117647058822,0.253,4.961545373343647,14.85884255720486,drafted
19293,Nick Senzel,Reds,of,483,408,59.44615384615385,14.861538461538462,53.07692307692307,14.861538461538462,0.254,4.926302285766983,14.761820410229102,
20078,Evan White,Mariners,1b,630,536,69.76510067114094,26.426174496644297,76.10738255033557,5.285234899328859,0.234,4.886985705337718,14.65358417704736,
14274,Mitch Haniger,Mariners,of,595,534,76.43089430894308,23.21951219512195,66.7560975609756,6.772357723577236,0.238,4.871337989422646,14.610506935587043,
13185,Orlando Arcia,Brewers,ss,602,492,66.27522935779817,17.673394495412843,68.48440366972477,8.836697247706422,0.255,4.860149568958276,14.579705872191013,
10847,Andrelton Simmons,NA,ss,609,536,68.12542372881356,11.354237288135593,65.02881355932203,9.289830508474576,0.278,4.838245856356196,14.519406239851172,
15491,J.P. Crawford,Mariners,ss,665,579,78.2935916542474,13.874813710879286,58.47242921013413,11.892697466467958,0.239,4.833621418685249,14.506675434968798,
sa917929,Alex Kirilloff,Twins,of,511,438,64.00835073068893,17.068893528183715,65.07515657620043,7.467640918580376,0.277,4.808775385113293,14.438275766076591,drafted
9112,Khris Davis,Athletics,"dh, of",560,472,71.6883116883117,31.16883116883117,83.11688311688312,1.038961038961039,0.233,4.791004518538936,14.389353615742479,
15464,Hunter Renfroe,Red Sox,of,504,436,66.2340862422998,28.977412731006158,76.58316221765914,4.139630390143737,0.234,4.778202690881535,14.35411093725034,
16530,Mauricio Dubon,Giants,"2b, of",553,464,60.34722222222222,14.263888888888888,61.44444444444444,10.972222222222221,0.267,4.760094670655391,14.304260622745426,
19326,Bryan Reynolds,Pirates,of,595,529,71.87919463087249,17.969798657718123,67.88590604026845,5.98993288590604,0.266,4.7561224347633075,14.293325290995455,
15117,Hunter Dozier,Royals,"1b, 3b",609,536,73.12006578947368,21.034539473684212,76.125,5.008223684210526,0.246,4.755781559211259,14.292386880652169,
15653,Dominic Smith,Mets,"1b, of",581,503,70.67620751341681,23.905187835420392,77.95169946332736,3.1180679785330945,0.252,4.747879930147906,14.270634160642468,drafted
21479,Nico Hoerner,Cubs,"2b, ss",546,434,62.30290456431535,11.327800829875518,60.037344398340245,11.327800829875518,0.274,4.745630260272549,14.26444095180913,
18839,Josh Naylor,Indians,of,539,454,68.69607843137254,19.023529411764706,69.7529411764706,4.227450980392157,0.279,4.743091472153602,14.257451817458147,
18289,Brian Anderson,Marlins,"3b, of",672,564,76.85935085007728,21.81143740340031,78.93663060278206,3.1159196290571867,0.248,4.742612364595524,14.256132862533555,
16512,Isiah Kiner-Falefa,Rangers,"3b, catcher",609,521,62.27209705372617,8.44367417677643,56.994800693240904,14.776429809358753,0.259,4.724218039781504,14.205494368339664,
16219,J.D. Davis,Mets,"3b, of",588,487,74.29602888086642,23.350180505415164,76.41877256317689,2.1227436823104693,0.258,4.711218266206594,14.169706756380503,drafted
17954,Sam Hilliard,Rockies,of,497,394,56.86498855835241,19.334096109839816,60.276887871853546,12.510297482837528,0.236,4.65558926274522,14.01656338214566,
10762,Corey Dickerson,Marlins,of,574,528,67.11692844677137,20.034904013961604,69.12041884816755,5.008726003490401,0.267,4.643424671844962,13.983074978961422,
12147,Nick Ahmed,Diamondbacks,ss,644,533,68.41821247892074,18.462057335581786,71.67622259696459,7.602023608768971,0.243,4.635625568495184,13.96160450621027,
11200,Kole Calhoun,Diamondbacks,of,602,518,74.24666666666667,25.083333333333332,74.24666666666667,4.013333333333334,0.233,4.604033399888412,13.874633124398686,
14818,JaCoby Jones,Tigers,of,574,481,65.0817843866171,17.070631970260223,60.81412639405204,11.736059479553903,0.234,4.588130112901661,13.830852310811629,
12434,Kevin Pillar,NA,of,525,470,59.1403162055336,15.563241106719367,62.25296442687747,10.375494071146246,0.258,4.55507426289345,13.73985150020079,
17975,Scott Kingery,Phillies,"of, ss",602,519,63.25744308231173,17.92294220665499,64.31173380035025,11.597197898423818,0.227,4.55140060889487,13.729738146839992,
19508,Kyle Lewis,Mariners,of,644,576,70.34461538461538,21.796923076923076,74.3076923076923,5.9446153846153855,0.231,4.515724150701263,13.63152295604818,drafted
11205,Adam Eaton,White Sox,of,546,492,72.34982332155477,13.50530035335689,56.91519434628975,9.646643109540637,0.258,4.5135560027748,13.625554172344742,
6153,Eduardo Escobar,Diamondbacks,3b,609,548,71.2339373970346,22.072487644151565,77.25370675453047,3.0098846787479405,0.248,4.484667053796112,13.546024595156355,
17992,David Fletcher,Angels,"2b, 3b",651,602,79.17567567567568,7.81981981981982,57.671171171171174,7.81981981981982,0.28,4.426006542187373,13.384535657315826,drafted
7802,Miguel Rojas,Marlins,ss,609,533,64.80912162162161,11.315878378378379,56.57939189189189,10.287162162162163,0.269,4.404705402257253,13.325894872096438,
14329,Anthony Alford,Pirates,of,504,394,50.630136986301366,10.356164383561643,48.32876712328767,19.561643835616437,0.228,4.402167053457689,13.318906947165873,
11342,Jesus Aguilar,Marlins,1b,581,491,69.92566371681416,25.707964601769913,74.03893805309734,2.056637168141593,0.245,4.3811635213107945,13.261085458667363,
11368,Yasmani Grandal,White Sox,catcher,553,469,75.36460176991152,24.469026548672566,71.4495575221239,2.936283185840708,0.235,4.328563871546387,13.116281716962996,
